descricao;empenhado;liquidado;pago
"RONICLESIO DO NASCIMENTO SILVA - 10671711261";"400,00";"400,00";"400,00"
"RONICLEUDO DA SILVA NERI - 98261487253";"5.841,90";"5.841,90";"5.841,90"
"RONICLEY ARAUJO DE QUEIROZ - 00081925298";"226,12";"226,12";"226,12"
"RONIE KAUA ALMEIDA DA COSTA - 10194617211";"400,00";"400,00";"400,00"
"RONIELE VIANA DE OLIVEIRA - 00298764270";"1.710,00";"1.710,00";"1.710,00"
"RONIE SHELTON NASCIMENTO DE SOUZA - 60965894215";"1.717,50";"1.717,50";"1.717,50"
"RONIGLECIO DA SILVA OLIVEIRA KAXINAWA - 01697324282";"7.835,67";"0,00";"0,00"
"RONILDO FERNANDES DE MATOS KAXINAWA - 58370013287";"15.000,00";"15.000,00";"15.000,00"
"RONILSON ARAÚJO DA SILVA - 00299458288";"3.976,74";"3.976,74";"3.976,74"
"RONILZA MESQUITA DA SILVA - 70381599256";"320,00";"320,00";"320,00"
"RONIS DE GOES RIBEIRO - 46133968249";"4.723,10";"4.723,10";"4.723,10"
"RONI SILVA AUGUSTO MANCHINERI - 08604048200";"230,00";"230,00";"230,00"
"RONISON DA SILVA MATOS KAXINAWA - 04541656256";"5.860,97";"5.860,97";"5.860,97"
"RONIS PESSOA NOGUEIRA - 77737660291";"3.220,87";"3.220,87";"3.220,87"
"RONNERISON SILVA COSTA - 00902436252";"150,75";"150,75";"150,75"
"RONNEY CHRISTIAN JERONIMO BATISTA - 47818913220";"3.013,49";"3.013,49";"3.013,49"
"RONNEY DA SILVA FECURY - 01262551722";"25.861,24";"25.861,24";"25.861,24"
"RONNY LUCAS OLIVEIRA DE MORAES - 07390200219";"1.742,00";"1.742,00";"1.742,00"
"RONY CLEI DE OLIVEIRA BARROSO - 35985542220";"10.293,77";"10.293,77";"10.293,77"
"RONYS LIMA SILVA - 72467819272";"1.288,13";"1.288,13";"1.288,13"
"ROOSEWLT LUIZ VIEDES LIMA - 96009756120";"1.076,24";"1.076,24";"1.076,24"
"RORAIMA MOREIRA DA ROCHA NETO - 93478658268";"2.389,25";"2.389,25";"2.389,25"
"ROSA CONCEIÇÃO DA SILVA - 70666532206";"184,00";"184,00";"184,00"
"ROSA E VALLADAO PARTICIPACOES LTDA - 18319992000180";"676.674,90";"561.488,80";"285.558,30"
"ROSA INÊS DE SOUZA FERREIRA - 06593258296";"400,00";"400,00";"400,00"
"ROSA KAMPA - 00029821290";"1.750,05";"0,00";"0,00"
"ROSALDO DE MESQUITA LOPES - 91324432268";"2.143,96";"2.143,96";"2.143,96"
"ROSALINA LIMA MENDONCA - 43529364215";"16.995,67";"16.995,67";"16.995,67"
"ROSALINA MICHELLE PINHEIRO SILVA - 04874738419";"4.198,36";"4.198,36";"4.198,36"
"ROSALINA NASCIMENTO BRITO - SF - 04034484000140";"3.000,00";"3.000,00";"3.000,00"
"ROSALU RIBEIRO BARRA FEITAL NOGUEIRA - 51217635220";"606,44";"606,44";"606,44"
"ROSA MARIA ASSEM IDE BENEVENTE - 44394136253";"14.285,71";"14.285,71";"14.285,71"
"ROSA MARIA BRITO DE VASCONCELOS - 87140055220";"232,00";"232,00";"232,00"
"ROSA MARIA CARNEIRO DOS SANTOS - 77734289215";"3.600,00";"3.600,00";"3.600,00"
"ROSA MARIA DA CRUZ DE SOUZA - 43376720282";"3.309,72";"3.309,72";"3.309,72"
"ROSA MARIA DA SILVA - 76378691215";"11.543,22";"11.543,22";"11.543,22"
"ROSA MARIA DE ARAUJO MELO - 35931876200";"5.561,75";"5.561,75";"5.561,75"
"ROSA MARIA DE SOUZA BARBOSA DE MELO - 18877370300";"3.013,52";"3.013,52";"3.013,52"
"ROSA MARIA DE SOUZA MENEZES - 30832802204";"20.341,11";"20.341,11";"20.341,11"
"ROSA MARTINS FRANÇA DA COSTA - 43470297215";"33.132,61";"33.132,61";"33.132,61"
"ROSANA DOS SANTOS BARROS - 00342532200";"807,30";"807,30";"807,30"
"ROSANA DOS SANTOS CANDIDO - 01792589239";"320,00";"320,00";"320,00"
"ROSANA FERNANDES MAGALHAES - 42011973287";"29.106,53";"29.106,53";"29.106,53"
"ROSANA GUILHERME DA SILVA - 67703755249";"30.240,00";"30.240,00";"30.240,00"
"ROSANA MARIA DA COSTA CORRÊA - 41277651272";"270,28";"270,28";"270,28"
"ROSANA PEREIRA DOS SANTOS - 00628758251";"128,00";"128,00";"128,00"
"ROSANA SILVA DE OLIVEIRA - 30871280230";"12.881,22";"12.881,22";"12.594,97"
"ROSANE DA SILVA BEJARANO - 01431620203";"640,00";"640,00";"640,00"
"ROSANE NOGUEIRA DE ARAUJO - 65290569200";"286,24";"286,24";"286,24"
"ROSANE NOGUEIRA DE ARAUJO-SF - 04034484000140";"800,00";"800,00";"800,00"
"ROSANGELA DE CASTRO CARVALHO - 54518970268";"282,00";"282,00";"282,00"
"ROSANGELA DE LIMA FREIRE RODRIGUES - 67096484272";"320,00";"320,00";"320,00"
"ROSANGELA DE LIMA MONTEIRO - 83747672272";"400,00";"400,00";"400,00"
"ROSANGELA DE LIMA PEREIRA - 05141521257";"1.399,45";"1.399,45";"1.399,45"
"ROSANGELA DO NASCIMENTO COSTA - 36025330263";"8.872,61";"8.872,61";"8.872,61"
"ROSANGELA DO NASCIMENTO LIMA - 33937214291";"2.475,38";"2.475,38";"2.475,38"
"ROSANGELA DOS SANTOS OLIVEIRA - 72213060282";"312,00";"312,00";"312,00"
"ROSANGELA LOPES SANTANA SOUZA - 56416024268";"28.571,43";"28.571,43";"28.571,43"
"ROSANGÊLA MARANGUAPÊ DA SILVA - 57783950272";"1.456,28";"1.456,28";"1.456,28"
"ROSANGELA MARIA PEREIRA ROCHA - 01682321207";"8.731,86";"8.731,86";"8.731,86"
"ROSANGELA MARIA SANTOS DE ARAUJO - 44394586291";"5.224,74";"5.224,74";"5.224,74"
"ROSANGELA PEDROSA BARBARY - 57463786234";"3.220,88";"3.220,88";"3.220,88"
"ROSANGELA QUEIROZ DE LIMA DA SILVA - 48355976215";"6.154,89";"6.154,89";"3.291,89"
"ROSANGELA SILVA DE LIMA - 01262638259";"11.532,34";"11.532,34";"11.532,34"
"ROSANO RAMOS DE FREITAS - 56348576272";"1.614,37";"1.614,37";"1.614,37"
"ROSCELY ALVES LUZ - 52017702234";"2.003,77";"2.003,77";"2.003,77"
"ROSEANE PEREIRA DE BRITO - 50894366220";"3.773,09";"3.773,09";"3.773,09"
"ROSEANE RAMOS DA SILVA - 03492853226";"168,00";"168,00";"168,00"
"ROSEANE VIEIRA DA SILVA - 51653257253";"9.884,00";"9.884,00";"9.884,00"
"ROSEJANE RODRIGUES DE ARAUJO - 43394507234";"2.905,89";"2.905,89";"2.905,89"
"ROSELAYNE CRISTINA MENDES SOBREIRA - 03331558664";"968,62";"968,62";"0,00"
"ROSELI COSTA - 30800447204";"5.368,12";"5.368,12";"5.368,12"
"ROSE MARRY LOPES DA SILVA - 92653030268";"77.970,00";"77.970,00";"77.970,00"
"ROSEMARY VANIA FERNANDES RUIZ - 46721843404";"30.160,00";"30.160,00";"30.160,00"
"ROSEMBERGS VASCONCELOS EDOARDO - 85383740287";"2.367,73";"2.367,73";"2.367,73"
"ROSEMBERGUE ALMEIDA AGUIAR - 52994619253";"2.576,24";"2.576,24";"2.576,24"
"ROSEMEIRE APARECIDA BARLATTI - 62306570230";"30.240,00";"30.240,00";"30.240,00"
"ROSEMEIRE COSTA VICHINSKY - 13922768881";"6.551,66";"6.551,66";"6.551,66"
"ROSEMEIRE SOUSA SAUVINO - 53185552253";"192,00";"192,00";"192,00"
"ROSEMILDA ALVES DA SILVA - 04058425202";"360,00";"360,00";"360,00"
"ROSEMIR VIEIRA DA SILVA - 57357064204";"2.024,00";"2.024,00";"2.024,00"
"ROSENILDA RODRIGUES DOS S FERREIRA - 68616236287";"304,00";"304,00";"304,00"
"ROSENILDO DE SOUZA PIRES - 00778565203";"2.152,49";"2.152,49";"2.152,49"
"ROSENILDO DOS SANTOS CONCEICAO - 82832447287";"4.050,00";"4.050,00";"4.050,00"
"ROSENIRA COSTA LIMA - 79529950225";"308,00";"308,00";"308,00"
"ROSIANE CASTELO FIGUEIRA - 78377765268";"4.916,42";"4.916,42";"4.916,42"
"ROSIANE DA COSTA LIMA - 02953701222";"7.326,27";"7.326,27";"7.326,27"
"ROSIANE DA SILVA LIMA - 70376989203";"1.140,00";"1.140,00";"1.140,00"
"ROSIANE FONSECA DO NASCIMENTO - 07395966244";"1.276,00";"1.276,00";"1.276,00"
"ROSIANE SILVEIRA DE LIMA - 57736740259";"8.100,00";"8.100,00";"8.100,00"
"ROSIANE VENANCIO LOPES - 87033550200";"23.699,40";"17.774,55";"17.774,55"
"ROSICLEIDE LOPES GUIMARÃES - 94906920268";"320,00";"320,00";"320,00"
"ROSILDA MOURA DE SOUZA - 07869320234";"7.507,99";"7.507,99";"7.507,99"
"ROSILDA PEREIRA DE AMORIM - 93378629215";"400,00";"400,00";"400,00"
"ROSILEIA DE OLIVEIRA DE JESUS - 06800370207";"240,00";"240,00";"240,00"
"ROSILENE GOMES SABOIA - 62910523268";"7.371,24";"7.371,24";"7.371,24"
"ROSILENE MATOS DE BRITO SOUZA - 59501421287";"320,00";"320,00";"320,00"
"ROSILENE MENDONCA DANTAS - 89090586253";"2.209,97";"2.209,97";"0,00"
"ROSILENE PEREIRA DIMAS - 95862781234";"960,00";"960,00";"960,00"
"ROSILENE PEREIRA LIMA MORAIS - 40958310220";"1.456,28";"1.456,28";"1.456,28"
"ROSILENE PITA DA COSTA - 78790433220";"7.326,27";"7.326,27";"7.326,27"
"ROSILENE RODRIGUES DA SILVA - 02284884270";"312,00";"312,00";"312,00"
"ROSILENE SOUZA DA SILVA - 51290170215";"1.600,00";"1.600,00";"1.600,00"
"ROSIMARI FERREIRA DA SILVA - 41204484287";"222,60";"222,60";"222,60"
"ROSIMARI FERREIRA DA SILVA SF - 04034484000140";"3.000,00";"3.000,00";"3.000,00"
"ROSIMAR NOGUEIRA DE SOUSA - 34009671220";"7.301,26";"7.301,26";"0,00"
"ROSIMEIRE CORDEIRO DE LIMA - 76255689204";"480,00";"480,00";"480,00"
"ROSIMEIRE DA SILVA GOMES SOUZA - 02268241289";"308,00";"308,00";"308,00"
"ROSIMEIRE DA SILVA LINS - 44415656234";"200,25";"200,25";"200,25"
"ROSIMEIRE DE FATIMA RIBEIRO ARANTES - 41823915191";"5.131,33";"5.131,33";"5.131,33"
"ROSIMEIRE DE FREITAS CARDOSO - 30781116287";"9.446,25";"9.446,25";"9.446,25"
"ROSIMEIRE DE SOUZA COSTA - 70260730289";"1.190,00";"1.190,00";"1.190,00"
"ROSIMEIRE SILVA DE MEDEIROS - 53741552291";"236,44";"236,44";"0,00"
"ROSIMELIA BEZERRA DA SILVA COLQUEHUANCA - 05596782238";"172,00";"172,00";"172,00"
"ROSINALDA PEREIRA MARROQUE KAXINAWÁ - 77648528215";"15.000,00";"15.000,00";"15.000,00"
"ROSINEIA COSTA DA SILVA - 63535734215";"2.505,12";"2.505,12";"2.505,12"
"ROSINÉIA DA PAIXÃO SILVA - 09793376236";"150,00";"150,00";"150,00"
"ROSINEIA PANTOGENS DA SILVA DIAS - 78380197291";"753,37";"753,37";"753,37"
"ROSINEIDE DA COSTA CASTRO - 66489458268";"112,00";"112,00";"112,00"
"ROSINEIDE MONTEIRO DE ARAUJO - 19602316268";"1.717,51";"1.717,51";"1.717,51"
"ROSINEIDE RUFINO DA COSTA - 03100261216";"226,13";"226,13";"226,13"
"ROSINEIDE SOUZA DO CARMO - 70179585274";"120,00";"120,00";"120,00"
"ROSINEI MARIA DE LIMA - 18141005200";"10.947,50";"10.947,50";"10.947,50"
"ROSINETE FERREIRA DE ARAUJO - 51815923253";"4.050,00";"3.600,00";"3.600,00"
"ROSINETE PINHEIRO DA SILVA - 89375122204";"296,00";"296,00";"296,00"
"ROSIRENE DA SILVA SOUZA - 65416791268";"400,00";"400,00";"400,00"
"ROSIVALDO CAVALCANTE LIMA - 74857673215";"900,00";"900,00";"900,00"
"ROSSELINE MUNIZ E SILVA - 93601689200";"4.614,22";"4.614,22";"4.614,22"
"ROSSIANE SILVA BOAVENTURA - 52447090200";"715,62";"715,62";"0,00"
"ROSSY DA SILVA RAMOS - 21736545272";"2.185,89";"2.185,89";"2.185,89"
"ROSYNELLE NASCIMENTO DA SILVA - 74208950234";"1.920,00";"1.920,00";"1.920,00"
"ROTARY CLUB DE RIO BRANCO - PENAPOLIS - 02655475000141";"50.000,00";"50.000,00";"0,00"
"ROTO-M COMÉRCIO, INDÚSTRIA E TRANSPORTE - 10584564000172";"9.509.541,05";"5.824.426,12";"5.270.039,58"
"ROVEMA VEICULOS E MAQUINAS LTDA - 02118203000102";"4.801.000,00";"0,00";"0,00"
"ROYAL ATACADISTA E COMERCIO LTDA - 24103721000195";"15.216,36";"4.307,94";"4.307,94"
"ROZANI DIAS ESTEVES - 74726994204";"3.220,87";"3.220,87";"3.220,87"
"ROZARIA MAIA DE LIMA - 32231547287";"1.887,50";"1.887,50";"1.887,50"
"ROZIANE PINTO DO NASCIMENTO - 07726310260";"400,00";"400,00";"400,00"
"ROZIELI CORDEIRO DA SILVA - 51136473220";"1.456,28";"1.456,28";"1.456,28"
"ROZILANE FREITAS CAVALCANTE - 00214249263";"3.600,00";"3.600,00";"3.600,00"
"ROZILENE FREITAS DE ABREU PAIVA - 61908509287";"31.680,00";"31.680,00";"31.680,00"
"ROZITA ANASTACIO DE ARAUJO DIAS - 23794607287";"1.403,47";"1.403,47";"1.403,47"
"R P R DE CASTRO - 06911409000146";"68.000,00";"68.000,00";"68.000,00"
"RR COMERCIO DE ELETROELETRONICOS LTDA - 42036849000165";"1.265,00";"0,00";"0,00"
"R. R. F. GUIMARAES AGENCIA DE VIAGENS LT - 33318780000252";"239.853,41";"69.853,41";"69.853,41"
"R.R.F GUIMARAES AGENCIA DE VIAGENS LTDA - 33318780000171";"2.908.533,95";"1.641.468,00";"1.410.159,35"
"R S FREITAS JUCA - 07190927000180";"885.059,89";"794.042,29";"794.042,29"
"R. SILVA MACHADO - 18465292000101";"68.840,00";"1.740,00";"1.740,00"
"RS INVICTA FACILITIS LTDA - 09137023000117";"2.118.247,60";"1.965.078,63";"1.965.078,63"
"R S MIRANDA LTDA - 07650136000196";"207.143,62";"190.409,99";"185.415,73"
"RUANA DA CONCEIÇÃO XAVIER - 88381188253";"26.518,04";"26.518,04";"26.518,04"
"RUANA DE SOUZA NASCIMENTO - 09053718281";"540,00";"540,00";"540,00"
"RUAN ARAUJO DA SILVA - 08626165226";"80,00";"80,00";"80,00"
"RUAN ARAUJO DA SILVA - 11121210210";"192,00";"192,00";"192,00"
"RUANA TAYLA SOUZA DOS SANTOS - 07167762270";"120,00";"120,00";"120,00"
"RUAN CAIQUE MOREIRA DE MOURA - 70143084240";"6.830,80";"6.830,80";"6.830,80"
"RUAN DA SILVA SAMPAIO - 08266405247";"1.200,00";"1.200,00";"1.200,00"
"RUAN DE MESQUITA AMORIM - 01424489237";"1.574,37";"1.574,37";"1.574,37"
"RUAN FEITOSA DA SILVA - 08330866262";"390,00";"390,00";"390,00"
"RUAN FERREIRA DA SILVA - 09032987240";"356,00";"356,00";"356,00"
"RUAN GABRIEL AMORIM DE MELO - 10110896297";"310,00";"310,00";"310,00"
"RUAN KAUÃ SARKIS DE OLIVEIRA - 06687286200";"1.794,00";"1.794,00";"1.794,00"
"RUAN LEITE DE MATOS - 04098613247";"1.860,62";"1.860,62";"0,00"
"RUAN LIMA DA SILVA - 06545695258";"898,00";"898,00";"898,00"
"RUAN PEDRO CUNHA BESSA - 02317752296";"26.244,42";"7.827,18";"7.827,18"
"RUAN SILVA DE MORAIS - 08750559230";"370,00";"370,00";"370,00"
"RUAN SOUSA BRASIL - 03686218208";"23.277,41";"23.277,41";"23.277,41"
"RUBBY DA SILVA RODRIGUES - 87058227268";"13.154,84";"13.154,84";"13.154,84"
"RUBEMAR TAVARES REBELO - 16476522272";"4.723,08";"4.723,08";"4.723,08"
"RUBENS DE OLIVEIRA SAAB - 02191660215";"1.000,00";"1.000,00";"0,00"
"RUBENS FILHO NASCIMENTO PINHEIRO - 09522617237";"1.760,00";"1.760,00";"1.760,00"
"RUBENS MONTEIRO ROLA FILHO - 21591083249";"10.401,75";"10.401,75";"10.401,75"
"RUBENS SANTANA DE ALMEIDA NETO - 00657339245";"678,38";"678,38";"678,38"
"RUBERLEI SOARES MUNIZ - 59712970230";"744,00";"744,00";"744,00"
"RUBIA MARA PESSOA DA COSTA LIMA - 57924198253";"7.442,46";"6.011,22";"6.011,22"
"RUBICLEIS GOMES DA SILVA - 43482180210";"12.640,00";"12.640,00";"12.640,00"
"RUBINERIO DE CARVALHO SILVA - 48449466253";"107,62";"107,62";"107,62"
"RUDIMARA MAIA DA SILVA - 03325804233";"320,00";"320,00";"320,00"
"RUDIMAR BRITO ALVARES - 61654663204";"269,05";"269,05";"107,62"
"RUDINELI DOS SANTOS ALVES - 03987874252";"30.000,00";"30.000,00";"30.000,00"
"RUERMESON RODRIGUES CHAVES - 00254879225";"742,00";"742,00";"742,00"
"RUI DE SOUZA MELLO - 18141854291";"1.288,12";"1.288,12";"1.288,12"
"RUILAN SILVA DO NASCIMENTO - 03625749289";"400,00";"400,00";"400,00"
"RUIZEMAR LEITE DE SOUZA - 19640692204";"5.009,36";"5.009,36";"5.009,36"
"RUMMENIGGE BRASILEIRO DE MOURA - 75366061253";"26.496,81";"26.496,81";"26.063,88"
"RUSCHELY VICTORIA DA SILVA HONORATO - 10987912232";"260,00";"260,00";"0,00"
"RUSLAN DOS REIS SENA - 52851869272";"9.721,47";"9.721,47";"9.721,47"
"RUSNEY DA SILVA MAIA - 01397202270";"18.295,46";"18.295,46";"18.295,46"
"RUSTLER ALBERTO DE SOUZA FILHO - 96923563291";"107,62";"107,62";"107,62"
"RUTE CAETANO FERREIRA - 07947537283";"232,00";"232,00";"232,00"
"RUTE DE SOUZA PERES - 02493330234";"5.645,01";"5.645,01";"5.645,01"
"RUTE MARIA MENEZES DA COSTA - 89034627268";"31.680,00";"31.680,00";"31.680,00"
"RUTENILSON CRISPIM DA  SILVA - 88374890215";"42.103,69";"42.103,69";"42.103,69"
"RUTE REGINA SILVESTRE DA SILVA-SF - 04034484000140";"6.000,00";"6.000,00";"3.000,00"
"RUTE VASCONCELOS DA SILVA - 04475940281";"580,00";"580,00";"580,00"
"RUTE VIRGINIO RODRIGUES - 07168549294";"320,00";"320,00";"320,00"
"RUTH BARBOSA DE ALENCAR - 30781019249";"715,62";"715,62";"715,62"
"RUTH CLAUDINO DE ANDRADE LIMA - 03545690237";"326,00";"326,00";"326,00"
"RUTH DA ROCHA PAIVA - 95815422215";"3.936,62";"3.936,62";"3.936,62"
"RUTH MENEZES DA SILVA - 02353625223";"302,00";"302,00";"302,00"
"RUTH PEREIRA DE QUEIROZ MELO - 72467800253";"3.864,35";"3.864,35";"3.864,35"
"RUTH PEREIRA DE QUEIROZ MELO - SF - 04034484000140";"12.000,00";"12.000,00";"12.000,00"
"RUTH SEVERIANO BIBIANO BARDALES - 60802405215";"1.357,37";"1.357,37";"1.357,37"
"RUTH SILVA DE MOURA - 93435983272";"19.440,00";"19.440,00";"19.440,00"
"RUTH SOUZA ARAUJO BARROS - 68084510282";"6.220,11";"6.220,11";"6.220,11"
"RUTIELE DA SILVA ARAUJO - 02321112271";"9.414,07";"9.414,07";"0,00"
"RUTIELE DA SILVA OLIVEIRA - 97251941287";"1.995,00";"1.995,00";"1.995,00"
"RUTIELE MOREIRA DOS SANTOS - 00258819227";"4.960,00";"4.960,00";"4.960,00"
"RUTINALDO MARTINS LOPES PISMEL - 21581525249";"30.628,71";"30.628,71";"26.478,09"
"RW SERVICOS DE TELECOMUNICACOES LTDA - 10329181000158";"1.024.741,05";"0,00";"0,00"
"RYANA DE OLIVEIRA ALVES - 08646364232";"396,00";"396,00";"396,00"
"RYAN DARIO BURGOS SARAIVA - 70873234235";"506,00";"506,00";"506,00"
"RYAN FELIPE BARROS SOUSA FLOR - 02331226210";"1.070,00";"1.070,00";"530,00"
"RYAN GABRIEL DE SOUZA OLIVEIRA - 10009945202";"674,00";"674,00";"674,00"
"RYAN HAYKY MANUARIS DE OLIVEIRA - 08029046294";"556,00";"556,00";"556,00"
"RYAN LUCAS DE ALMEIDA LOPES - 10968561233";"380,00";"380,00";"380,00"
"RYAN OLIVEIRA DOS SANTOS - 09306877285";"360,00";"360,00";"360,00"
"RYAN SANTOS DE CASTRO - 05262360270";"40,00";"40,00";"40,00"
"RYLLARI COSTA JUSTO - 03635695297";"1.288,12";"1.288,12";"1.288,12"
"RYLLARI COSTA JUSTO - SF - 04034484000140";"5.600,00";"5.600,00";"2.800,00"
"RYNALDO LUCIO DOS SANTOS - 25102940244";"5.717,93";"5.717,93";"5.717,93"
"SABBAG E SABBAG CURSOS JURIDICOS LTDA - 08048145000174";"36.000,00";"36.000,00";"36.000,00"
"SABEL COMECIO E DISTRIBUIÇÃO IMPORTAÇÃO - 36110004000170";"252.173,46";"100.700,75";"41.626,50"
"SABENAUTO COMERCIO DE VEICULOS LTDA - 05888433000815";"158.404,00";"158.404,00";"158.404,00"
"SABRINA ABREU DA COSTA - 08575430246";"544,00";"544,00";"544,00"
"SABRINA BERNARDO DA SILVA - 07444380201";"270,00";"270,00";"270,00"
"SABRINA COELHO RODRIGUES - 08025133281";"400,00";"400,00";"400,00"
"SABRINA DA SILVA BRITO - 03845144211";"304,00";"304,00";"304,00"
"SABRINA DE LIMA BEZERRA BARROZO - 64780490278";"20.381,93";"20.381,93";"20.381,93"
"SABRINA DE OLIVEIRA LACERDA - 10120341271";"760,00";"760,00";"760,00"
"SABRINA DOS SANTOS VARELA - 07536886209";"630,00";"630,00";"630,00"
"SABRINA GOMES FERREIRA - 03809489239";"296,00";"296,00";"296,00"
"SABRINA GOMES MOTA - 08770144265";"380,00";"380,00";"380,00"
"SABRINA GONDIM DE BARROS - 43541496215";"8.470,33";"8.470,33";"6.205,33"
"SABRINA LEITE DA SILVA - 05408848205";"992,92";"992,92";"992,92"
"SABRINA LIMA DE FARIA SENA - 01155082281";"2.446,23";"2.446,23";"2.446,23"
"SABRINA LIMA DE SOUZA - 70540044261";"312,00";"312,00";"312,00"
"SABRINA MATOS CARVALHO - 70330684256";"1.000,00";"1.000,00";"1.000,00"
"SABRINA MENEZES FRANÇA - 03773991240";"8.976,00";"8.976,00";"8.976,00"
"SABRINA MOREIRA DA SILVA - 08211059223";"150,00";"150,00";"150,00"
"SABRINA OLIVEIRA DA SILVA - 00908348282";"14.067,69";"13.471,55";"13.471,55"
"SABRINA PAROLI - 29370290000147";"59.841,20";"59.841,20";"59.841,20"
"SABRINA PINHEIRO LIRA - 02658806299";"2.316,81";"2.316,81";"2.316,81"
"SABRINA PONCE DA SILVA - 09868269288";"400,00";"400,00";"400,00"
"SABRINA RODRIGUES DE ALMEIDA - 05073199235";"548,00";"548,00";"548,00"
"SABRINA RODRIGUES TELES - 03612700200";"232,00";"232,00";"232,00"
"SABRINA SALOMON DE LIMA CARVALHO - 01454205237";"5.009,37";"5.009,37";"5.009,37"
"SABRINA SILVA SOUZA - 08520277292";"990,00";"990,00";"990,00"
"SABRINA SONDRE DE OLIVEIRA REIS - 84362871268";"30.000,00";"30.000,00";"30.000,00"
"SABRITA CRUZ DA SILVA - 52603105272";"30.000,00";"30.000,00";"30.000,00"
"SABRYMNNE MENDONCA DE SOUZA - 01540973220";"1.001,87";"1.001,87";"1.001,87"
"SACHA CORDEIRO DE ALENCAR - 01155129261";"2.316,81";"2.316,81";"2.316,81"
"SADIK WILLY LOPES LIMA - 00647168219";"1.992,34";"1.992,34";"1.992,34"
"SADILA VERÇOSA DE LIMA - 02925896200";"992,92";"992,92";"992,92"
"S. A E CO LTDA - 54690330000185";"236.251,78";"70.440,00";"7.400,00"
"SAELLY DANTAS ROCHA - 00929357299";"780,00";"780,00";"780,00"
"SAILANE AMORIM FERREIRA - 02283049113";"4.866,26";"4.866,26";"4.866,26"
"SAILENE MARIA LIMA SILVA - 35938811287";"0,00";"0,00";"0,00"
"SAIMON JEAN COELHO DA SILVA - 72443863204";"2.475,36";"2.475,36";"2.475,36"
"SAIMON PERCEU MALAQUIAS LEITE - 92069266249";"7.326,27";"7.326,27";"7.326,27"
"SAIMON RODRIGO SILVA DE CARVALHO - 85560600210";"753,74";"753,74";"753,74"
"SAIMO SALES DE SOUZA - 68557850263";"3.220,87";"3.220,87";"3.220,87"
"SAINARA RODRIGUES DA SILVA - 07257576203";"184,00";"184,00";"184,00"
"SAINE LEONAM KADOR FORTES - 88266192200";"7.103,46";"7.103,46";"7.103,46"
"SAINE LOPES MENDES - 08314486280";"1.000,00";"1.000,00";"1.000,00"
"SAINO DA SILVA BATISTA - 09474041202";"1.250,00";"1.250,00";"1.250,00"
"SAIONARA DE SOUZA BANDEIRA - 94756856268";"4.960,00";"4.960,00";"4.960,00"
"SAIONARA NASCIMENTO DA SILVA - 85243574287";"1.680,00";"1.680,00";"1.680,00"
"SAIRO VIEIRA SANTOS - 46132708200";"150,75";"150,75";"150,75"
"SALATIEL LOPES SILVA - 04260898205";"286,22";"286,22";"286,22"
"SALATIEL NIMERSON DA SILVA MENDES - 03511722209";"7.326,27";"7.326,27";"7.326,27"
"SALDANHA E FREITAS LTDA - 18105606000157";"1.092.284,40";"490.084,80";"257.519,40"
"SA LEITAO AUDITORES S/S - 35330125000164";"35.000,00";"0,00";"0,00"
"SALIENE LARISSA LIRA SOUZA - 02389763278";"1.430,00";"1.430,00";"1.430,00"
"SALINE COSTA SENA - 01261076290";"11.379,24";"11.379,24";"11.379,24"
"SALMO DOS SANTOS PEREIRA - 09537238288";"400,00";"400,00";"400,00"
"SALOMAO CAMPOS DE SOUZA SILVA - 00853346267";"4.412,62";"4.412,62";"4.412,62"
"SALOMÃO FEITOSA MOURA - 04175302263";"900,00";"900,00";"900,00"
"SALUA BONFIM DO NASCIMENTO - 43516335220";"21.325,55";"21.325,55";"21.325,55"
"SALUTEM COMERCIO DE MOVEIS HOSPITALARES - 20451726000239";"1.920,00";"1.920,00";"0,00"
"SALVIO DE MELO E SILVA - 05867088200";"608,38";"608,38";"608,38"
"SALVIO ROMERO DA SILVA - 19728271204";"7.396,50";"7.396,50";"7.396,50"
"SAMAIA IT INTEGRADORA DE SISTEMAS LTDA - 02007908000152";"900.000,00";"900.000,00";"900.000,00"
"SAMAI - ASSISTENCIA ADMINISTRATIVA - LTDA - 54208294000170";"2.628,16";"0,00";"0,00"
"SAMANTHA DA SILVA MORAES - 70532199251";"1.200,00";"1.200,00";"1.200,00"
"SAMARA ALMEIDA DA SILVA - 00575848260";"8.880,30";"8.880,30";"8.880,30"
"SAMARA ANDRECIA BARBOSA SILVA MARTINS - 82460280220";"2.839,64";"2.839,64";"2.839,64"
"SAMARA ARAUJO DOS SANTOS - 02902585292";"80,00";"80,00";"80,00"
"SAMARA CHAVES DE ARAUJO - 50960695249";"6.087,24";"6.087,24";"6.087,24"
"SAMARA COSTA WRUBEL - 01806733277";"2.517,57";"2.517,57";"2.517,57"
"SAMARA CRUZ SOUZA - 08785382248";"368,00";"368,00";"368,00"
"SAMARA DA SILVA JUSTA - 00049070274";"1.594,10";"1.594,10";"1.594,10"
"SAMARA DA SILVA JUSTA NOGUEIRA - 00049070274";"3.220,87";"3.220,87";"3.220,87"
"SAMARA DA SILVA OLIVEIRA - SF - 04034484000140";"4.000,00";"4.000,00";"4.000,00"
"SAMARA DA SILVA TONELLO LIRA - 01216671206";"5.000,00";"5.000,00";"5.000,00"
"SAMARA DA SILVA VIEIRA SANTIAGO - 00208552227";"32.760,00";"32.760,00";"32.760,00"
